k,selection,classifier,accuracy_mean,accuracy_std,accuracy_ci_lower,accuracy_ci_upper,precision_mean,precision_std,precision_ci_lower,precision_ci_upper,recall_mean,recall_std,recall_ci_lower,recall_ci_upper,f1_mean,f1_std,f1_ci_lower,f1_ci_upper,auc_roc_mean,auc_roc_std,auc_roc_ci_lower,auc_roc_ci_upper
5,quantum,ocsvm,0.8281818181818181,0.02259049752688941,0.8001320107011684,0.8562316256624679,0.8821557533802604,0.027459219274991956,0.84806062938772,0.9162508773728009,0.7581818181818181,0.03835458747223453,0.7105583077515872,0.8058053286120489,0.8149616311501534,0.02697903058345011,0.781462740168245,0.8484605221320618,0.8386859504132232,0.022190802118320682,0.8111324303316406,0.8662394704948059
5,quantum,iforest,0.8081818181818182,0.029352516892659903,0.7717358546995345,0.8446277816641019,0.8820979582215536,0.026255504736238774,0.8494974432358974,0.9146984732072098,0.7109090909090908,0.04136113878573573,0.6595524539541333,0.7622657278640483,0.7871409390670568,0.035451066351193265,0.7431226262808472,0.8311592518532664,0.8202727272727273,0.04186298762560714,0.7682929626807611,0.8722524918646934
5,quantum,rf,0.8545454545454545,0.0140100318249295,0.8371497024147505,0.8719412066761585,0.967438953967992,0.02266689885701799,0.9392942817063066,0.9955836262296773,0.7345454545454546,0.034855071841237886,0.6912671666853837,0.7778237424055255,0.8343794289799306,0.019384341094521414,0.8103105905139615,0.8584482674458996,0.9329834710743803,0.002803590348881468,0.9295023538724626,0.936464588276298
5,quantum,svm,0.85,0.022034908442801517,0.8226400474828571,0.8773599525171428,0.9900060845158883,0.005622792878367994,0.9830244650294623,0.9969877040023144,0.7072727272727273,0.04653266869843537,0.6494947878095367,0.7650506667359178,0.8243236367547773,0.030784052338959842,0.7861001872466704,0.8625470862628841,0.9279256198347108,0.007656535287837008,0.9184187756168268,0.9374324640525947
5,variance,ocsvm,0.6581818181818182,0.18253834647515657,0.43153052507197087,0.8848331112916655,0.6474327270020082,0.26352492235433017,0.32022331828519346,0.9746421357188229,0.4927272727272727,0.33472574193516935,0.07711036969432816,0.9083441757602172,0.5435217495456288,0.3240657617389564,0.14114096014388705,0.9459025389473705,0.7494710743801652,0.0701734680667681,0.6623392054525576,0.8366029433077729
5,variance,iforest,0.8127272727272727,0.019391571825183224,0.7886494561233602,0.8368050893311852,0.8957599781764548,0.032771602250237016,0.855068659498882,0.9364512968540276,0.7090909090909092,0.03636363636363636,0.6639394909744086,0.7542423272074098,0.7908129089592159,0.02330679924440999,0.7618736954240692,0.8197521224943625,0.8947603305785125,0.026200960580856723,0.8622275411069066,0.9272931200501183
5,variance,rf,0.8190909090909091,0.010365231137264884,0.8062207747547065,0.8319610434271116,0.8842662790845391,0.01791281825291495,0.8620245775535273,0.9065079806155509,0.7345454545454546,0.009958591954639403,0.7221802294425772,0.746910679648332,0.8024098769912463,0.010590363007096329,0.7892602045174258,0.8155595494650668,0.9356611570247934,0.004955663684560347,0.9295078878404689,0.9418144262091178
5,variance,svm,0.8209090909090909,0.02022599587389726,0.7957952000046548,0.8460229818135271,0.9180053688141925,0.0336724542873589,0.8761954945944168,0.9598152430339681,0.7072727272727273,0.05975155172783628,0.6330813766554629,0.7814640778899916,0.7968681060817984,0.032073215456310714,0.7570439491430647,0.836692263020532,0.9190578512396694,0.02377061222029224,0.8895427378304701,0.9485729646488688
5,correlation,ocsvm,0.8281818181818181,0.02259049752688941,0.8001320107011684,0.8562316256624679,0.8821557533802604,0.027459219274991956,0.84806062938772,0.9162508773728009,0.7581818181818181,0.03835458747223453,0.7105583077515872,0.8058053286120489,0.8149616311501534,0.02697903058345011,0.781462740168245,0.8484605221320618,0.8386859504132232,0.022190802118320682,0.8111324303316406,0.8662394704948059
5,correlation,iforest,0.8081818181818182,0.029352516892659903,0.7717358546995345,0.8446277816641019,0.8820979582215536,0.026255504736238774,0.8494974432358974,0.9146984732072098,0.7109090909090908,0.04136113878573573,0.6595524539541333,0.7622657278640483,0.7871409390670568,0.035451066351193265,0.7431226262808472,0.8311592518532664,0.8202727272727273,0.04186298762560714,0.7682929626807611,0.8722524918646934
5,correlation,rf,0.8545454545454545,0.0140100318249295,0.8371497024147505,0.8719412066761585,0.967438953967992,0.02266689885701799,0.9392942817063066,0.9955836262296773,0.7345454545454546,0.034855071841237886,0.6912671666853837,0.7778237424055255,0.8343794289799306,0.019384341094521414,0.8103105905139615,0.8584482674458996,0.9329834710743803,0.002803590348881468,0.9295023538724626,0.936464588276298
5,correlation,svm,0.85,0.022034908442801517,0.8226400474828571,0.8773599525171428,0.9900060845158883,0.005622792878367994,0.9830244650294623,0.9969877040023144,0.7072727272727273,0.04653266869843537,0.6494947878095367,0.7650506667359178,0.8243236367547773,0.030784052338959842,0.7861001872466704,0.8625470862628841,0.9279256198347108,0.007656535287837008,0.9184187756168268,0.9374324640525947
5,random,ocsvm,0.8209090909090909,0.02700627414093262,0.7873763725826736,0.8544418092355083,0.884624933742548,0.023845280022791567,0.8550171080111603,0.9142327594739358,0.7381818181818183,0.049543369430686234,0.6766656000100262,0.7996980363536104,0.8041512527329251,0.033684737188694455,0.7623261272767676,0.8459763781890826,0.8616198347107437,0.07351741605746312,0.7703359059512243,0.9529037634702631
5,random,iforest,0.8100000000000002,0.01651445647689542,0.7894945939427361,0.8305054060572642,0.881061208180396,0.028893375968716477,0.8451853434534748,0.9169370729073172,0.7181818181818181,0.03856946079199348,0.6702915072862681,0.7660721290773682,0.7904580145398296,0.0214863687118454,0.7637791640581992,0.8171368650214599,0.8785785123966943,0.04634129041200064,0.8210382004618076,0.9361188243315809
5,random,rf,0.8818181818181818,0.03416658267812023,0.8393947661651076,0.9242415974712561,0.9515746585187717,0.04030809341335962,0.9015255500911686,1.0016237669463746,0.8072727272727273,0.08166652611445711,0.7058703419380381,0.9086751126074164,0.8707513315989619,0.041907038663353234,0.8187168704193429,0.9227857927785809,0.9493388429752067,0.0310608458085095,0.910771708981022,0.9879059769693913
5,random,svm,0.8336363636363636,0.019968984214989795,0.8088415948559114,0.8584311324168158,0.9948051948051948,0.011615937545453456,0.9803821033496218,1.0092282862607678,0.6709090909090908,0.040349710947585715,0.6208083074875452,0.7210098743306363,0.8007367122167881,0.029446377453590685,0.7641742054551455,0.8372992189784307,0.9098347107438016,0.03503030779642885,0.8663388387069793,0.953330582780624
10,quantum,ocsvm,0.8372727272727273,0.022590497526889432,0.8092229197920775,0.8653225347533771,0.8712605600852636,0.031647143643119505,0.831965441177619,0.9105556789929083,0.7927272727272727,0.03715057589400464,0.7465987401271504,0.838855805327395,0.8295152208450063,0.025010451949975587,0.7984606430799164,0.8605697986100962,0.9123471074380166,0.008649027845483501,0.9016079209428178,0.9230862939332154
10,quantum,iforest,0.8072727272727273,0.02418079286958252,0.7772483073185443,0.8372971472269102,0.8612911934263113,0.02848040006877774,0.8259281060064699,0.8966542808461527,0.7327272727272727,0.030559520570857503,0.6947826162320715,0.7706719292224739,0.7916412953622327,0.027022569467122858,0.7580883437159459,0.8251942470085195,0.9274380165289255,0.01689966453198489,0.9064543114978388,0.9484217215600123
10,quantum,rf,0.9290909090909091,0.024393468845452234,0.8988024170342058,0.9593794011476123,0.9558408840648622,0.011268585071922108,0.9418490876703601,0.9698326804593643,0.9,0.05300865358950275,0.8341810632446596,0.9658189367553405,0.9263465758956027,0.027295445938264308,0.8924548033591426,0.9602383484320627,0.9885289256198349,0.005471548754745908,0.9817351005166502,0.9953227507230195
10,quantum,svm,0.8718181818181818,0.017427535920618922,0.8501790378881464,0.8934573257482172,0.9817896898760635,0.012829182972192868,0.9658601552531229,0.9977192244990042,0.7581818181818182,0.04292988710224583,0.7048773229200073,0.8114863134436291,0.8548220777499879,0.02470984380977494,0.8241407542901521,0.8855034012098236,0.9686776859504131,0.010434682074075037,0.955721316886332,0.9816340550144943
10,variance,ocsvm,0.7754545454545454,0.11933874281720117,0.6272759249075284,0.9236331660015624,0.8456041095216353,0.10173305716339219,0.7192858350146455,0.9719223840286252,0.6509090909090909,0.22476801631242999,0.3718227371062697,0.9299954447119121,0.7243646889224469,0.20000538826791947,0.4760251988634053,0.9727041789814885,0.7475041322314049,0.07851305784845586,0.6500172949120876,0.8449909695507222
10,variance,iforest,0.8163636363636364,0.009425655160603511,0.8046601396912315,0.8280671330360413,0.8758927504832534,0.026851406579772266,0.8425523256320184,0.9092331753344884,0.7381818181818183,0.011853095282186662,0.7234642565026482,0.7528993798609883,0.8008572396598902,0.007442682797787046,0.7916159283798275,0.8100985509399529,0.9111570247933886,0.013688605164327494,0.894160376575217,0.9281536730115602
